
----------------------------------------
JN18122.log
detection date	time	duration	tag type	tag id	read count	empty record count	antenna num
06/16/12	22:09:18	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	22:24:13	00:00:00	R	0000_0000000174764773	2	4442	A1
06/16/12	22:39:08	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	22:54:03	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	23:08:58	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	23:23:52	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	23:38:47	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	23:53:42	00:00:00	R	0000_0000000174764773	2	4443	A1
06/17/12	00:08:37	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	00:23:31	00:00:00	R	0000_0000000174764773	2	4441	A1
06/17/12	00:38:26	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	00:53:21	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	01:08:16	00:00:00	R	0000_0000000174764773	2	4441	A1
06/17/12	01:23:10	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	01:38:05	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	01:53:00	00:00:00	R	0000_0000000174764773	1	4501	A1
06/17/12	02:07:54	00:00:00	R	0000_0000000174764773	1	4729	A1
06/17/12	02:22:49	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	02:37:44	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	02:52:38	00:00:00	R	0000_0000000174764773	2	4447	A1
06/17/12	03:07:32	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	03:22:27	00:00:00	R	0000_0000000174764773	1	4886	A1
06/17/12	03:37:22	00:00:00	R	0000_0000000174764773	1	5513	A1
06/17/12	03:52:16	00:00:00	R	0000_0000000174764773	1	5173	A1
06/17/12	04:07:11	00:00:00	R	0000_0000000174764773	1	5042	A1
06/17/12	04:22:06	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	04:37:00	00:00:00	R	0000_0000000174764773	2	4443	A1
06/17/12	04:51:55	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	05:06:50	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	05:21:44	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	05:36:39	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	05:51:33	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	06:06:28	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	06:21:23	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	06:36:17	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	06:51:12	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	07:06:06	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	07:21:01	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	07:35:55	00:00:00	R	0000_0000000174764773	2	4442	A1
06/17/12	07:50:50	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	08:05:44	00:00:00	R	0000_0000000174764773	2	4442	A1
06/17/12	08:20:39	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	08:35:33	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	08:50:28	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	09:05:22	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	09:20:17	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	09:35:11	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	09:50:06	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	10:05:00	00:00:00	R	0000_0000000174764773	2	4442	A1
06/17/12	10:19:55	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	10:34:49	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	10:49:43	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	11:04:38	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	11:19:32	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	11:34:27	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	11:49:21	00:00:00	R	0000_0000000174764773	2	4441	A1
06/17/12	12:04:15	00:00:00	R	0000_0000000174764773	1	4441	A1
06/17/12	12:19:10	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	12:34:04	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	12:48:59	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	13:03:53	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	13:18:47	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	13:33:42	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	13:48:36	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	14:03:30	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	14:18:25	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	14:33:19	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	14:48:14	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	15:03:08	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	15:18:02	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	15:32:57	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	15:47:51	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	16:02:46	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	16:17:40	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	16:32:35	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	16:47:29	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	17:02:24	00:00:00	R	0000_0000000174764773	2	4443	A1
06/17/12	17:17:18	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	17:32:13	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	17:47:07	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	18:02:02	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	18:16:57	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	18:31:51	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	18:46:46	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	19:01:40	00:00:00	R	0000_0000000174764773	2	4443	A1
06/17/12	19:16:35	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	19:31:30	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	19:46:24	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	20:01:19	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	20:16:14	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	20:31:08	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	20:46:03	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	21:00:58	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	21:15:52	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	21:30:47	00:00:00	R	0000_0000000174764773	1	4444	A1
06/17/12	21:45:42	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	22:00:37	00:00:00	R	0000_0000000174764773	1	4443	A1
06/17/12	22:15:31	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	22:30:26	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	22:45:21	00:00:00	R	0000_0000000174764773	1	4441	A1
06/17/12	23:00:15	00:00:00	R	0000_0000000174764773	1	4441	A1
06/17/12	23:15:10	00:00:00	R	0000_0000000174764773	1	4442	A1
06/17/12	23:30:05	00:00:00	R	0000_0000000174764773	1	4509	A1
06/17/12	23:45:00	00:00:00	R	0000_0000000174764773	1	4528	A1
06/17/12	23:59:54	00:00:00	R	0000_0000000174764773	1	4468	A1
06/18/12	00:14:49	00:00:00	R	0000_0000000174764773	1	4441	A1
06/18/12	00:29:44	00:00:00	R	0000_0000000174764773	1	4442	A1
06/18/12	00:44:39	00:00:00	R	0000_0000000174764773	2	4441	A1
